id,fy,state_name,district_name,total_dbt_transfer,no_of_dbt_transactions,start_year,end_year,transfer_per_transaction
2185,2021-2022,Karnataka,Mysuru,14982743060,19427942,2021,2022,771.1955831451422
2186,2021-2022,Karnataka,Raichur,20030382792,13519382,2021,2022,1481.6049130056388
2187,2021-2022,Karnataka,Shivamogga,11328269705,10804740,2021,2022,1048.453706891605
2188,2021-2022,Karnataka,Tumakuru,14477712595,17700789,2021,2022,817.9134045945635
2189,2021-2022,Karnataka,Udupi,5972073172,6683095,2021,2022,893.6089000680074
2190,2021-2022,Karnataka,Uttara Kannada,7184519116,9103599,2021,2022,789.1954726916244
2191,2021-2022,Karnataka,Chikkaballapura,8037092709,8470039,2021,2022,948.8849707775844
2192,2021-2022,Karnataka,Ramanagara,7017695718,8291834,2021,2022,846.3381826023049
2193,2021-2022,Karnataka,Yadgir,11170316960,7337489,2021,2022,1522.3623449384388
2194,2021-2022,Karnataka,Vijayanagar,3715157950,267541,2021,2022,13886.312565176926
2195,2021-2022,Goa,North Goa,1824548422,3250631,2021,2022,561.2905377448255
2196,2021-2022,Goa,South Goa,1674847394,2730962,2021,2022,613.2811053394372
2197,2021-2022,Lakshadweep,Lakshadweep District,57397136,16172,2021,2022,3549.1674499134306
2198,2021-2022,Kerala,Alappuzha,14874893863,12267958,2021,2022,1212.49957515342
2199,2021-2022,Kerala,Ernakulam,11882174124,15206853,2021,2022,781.3696972016498
2200,2021-2022,Kerala,Idukki,6776120509,6376911,2021,2022,1062.602333480897
2201,2021-2022,Kerala,Kannur,10316204140,9138078,2021,2022,1128.9249380449587
2202,2021-2022,Kerala,Kasaragod,6266901530,5550841,2021,2022,1129.0003676920307
2203,2021-2022,Kerala,Kollam,12571122904,13393532,2021,2022,938.5965482443316
2204,2021-2022,Kerala,Kottayam,8648412127,8711719,2021,2022,992.7331364797235
2205,2021-2022,Kerala,Kozhikode,14549650409,13718914,2021,2022,1060.5540940777091
2206,2021-2022,Kerala,Malappuram,16141167909,14613405,2021,2022,1104.5453067919489
2207,2021-2022,Kerala,Palakkad,13673741560,13453701,2021,2022,1016.3553924678421
2208,2021-2022,Kerala,Pathanamthitta,5282924919,5274390,2021,2022,1001.6181812493957
2209,2021-2022,Kerala,Thiruvananthapuram,17490374995,18623960,2021,2022,939.1329768212561
2210,2021-2022,Kerala,Thrissur,12915256377,14450071,2021,2022,893.7849770426734
2211,2021-2022,Kerala,Wayanad,5975507972,5129346,2021,2022,1164.9648848020781
2212,2021-2022,Tamil Nadu,Chennai,12187887581,43499736,2021,2022,280.1830241222613
2213,2021-2022,Tamil Nadu,Coimbatore,8840283423,19003564,2021,2022,465.1908148913541
2214,2021-2022,Tamil Nadu,Cuddalore,12110664694,15208125,2021,2022,796.3285871203715
2215,2021-2022,Tamil Nadu,Dharmapuri,7010748891,8520603,2021,2022,822.7996177031133
2216,2021-2022,Tamil Nadu,Dindigul,9890701091,13264734,2021,2022,745.6388564595416
2217,2021-2022,Tamil Nadu,Erode,8076982186,12889989,2021,2022,626.6089277500547
2218,2021-2022,Tamil Nadu,Kanchipuram,7701255141,14053606,2021,2022,547.9913938813995
2219,2021-2022,Tamil Nadu,Kanniyakumari,6813970526,9713533,2021,2022,701.4924977348612
2220,2021-2022,Tamil Nadu,Karur,4809517329,6511905,2021,2022,738.5730180338933
2221,2021-2022,Tamil Nadu,Krishnagiri,8999410104,12104684,2021,2022,743.465100286798
2222,2021-2022,Tamil Nadu,Madurai,10564358491,17031253,2021,2022,620.2924993833395
2223,2021-2022,Tamil Nadu,Nagapattinam,6044498528,6770300,2021,2022,892.7962613178146
2224,2021-2022,Tamil Nadu,Namakkal,6499578111,9352474,2021,2022,694.958158771679
2225,2021-2022,Tamil Nadu,Perambalur,3732935351,3818211,2021,2022,977.666072147401
2226,2021-2022,Tamil Nadu,Pudukkottai,10217482693,11447476,2021,2022,892.5533185655947
2227,2021-2022,Tamil Nadu,Ramanathapuram,6780538840,8841347,2021,2022,766.9124218289362
2228,2021-2022,Tamil Nadu,Salem,12771594104,19585913,2021,2022,652.0806103856379
2229,2021-2022,Tamil Nadu,Sivaganga,6713762462,8712905,2021,2022,770.5538465069916
2230,2021-2022,Tamil Nadu,Thanjavur,11633274452,13451424,2021,2022,864.8359052543433
2231,2021-2022,Tamil Nadu,The Nilgiris,2532109365,3818816,2021,2022,663.0613690211835
2232,2021-2022,Tamil Nadu,Theni,4000350089,6431835,2021,2022,621.9609316781292
2233,2021-2022,Tamil Nadu,Thiruvallur,9886778630,16752855,2021,2022,590.1548500240705
2234,2021-2022,Tamil Nadu,Thiruvarur,7242502716,7560726,2021,2022,957.9110148946014
2235,2021-2022,Tamil Nadu,Tiruchirappalli,10362660595,17992840,2021,2022,575.932459522788
2236,2021-2022,Tamil Nadu,Tirunelveli,6924954371,10012234,2021,2022,691.6492733789482
2237,2021-2022,Tamil Nadu,Tiruvannamalai,15951057113,18401196,2021,2022,866.8489326998093
2238,2021-2022,Tamil Nadu,Tuticorin,6749262428,10487970,2021,2022,643.5241927656162
2239,2021-2022,Tamil Nadu,Vellore,6678270584,10953849,2021,2022,609.6734201831703
2240,2021-2022,Tamil Nadu,Villupuram,14366006600,15183596,2021,2022,946.1531115553918
2241,2021-2022,Tamil Nadu,Virudhunagar,7826574105,13268898,2021,2022,589.8435653812396
2242,2021-2022,Tamil Nadu,Ariyalur,4644395508,5257364,2021,2022,883.4076369830965
2243,2021-2022,Tamil Nadu,Tiruppur,7576333258,14247643,2021,2022,531.760464379968
2244,2021-2022,Tamil Nadu,Kallakurichi,6999845348,7692935,2021,2022,909.9056924307823
2245,2021-2022,Tamil Nadu,Chengalpattu,6159696637,10694320,2021,2022,575.9783358829734
2246,2021-2022,Tamil Nadu,Ranipet,3894973862,5644524,2021,2022,690.0446985432253
2247,2021-2022,Tamil Nadu,Tirupathur,3293498164,5348700,2021,2022,615.7567565950604
2248,2021-2022,Tamil Nadu,Tenkasi,5106149449,7391025,2021,2022,690.8580946485772
2249,2021-2022,Tamil Nadu,Mayiladuthurai,1713372879,3008716,2021,2022,569.4697934268306
2250,2021-2022,Puducherry,Karaikal,539080834,801656,2021,2022,672.459052261818
2251,2021-2022,Puducherry,Mahe,85055623,195589,2021,2022,434.8691541957881
2252,2021-2022,Puducherry,Pondicherry,2864427927,5378371,2021,2022,532.5828075080726
2253,2021-2022,Puducherry,Yanam,137399246,284328,2021,2022,483.2420514335556
2254,2021-2022,Andaman And Nicobar Islands,South Andamans,379328521,908982,2021,2022,417.3113670017668
2255,2021-2022,Andaman And Nicobar Islands,Nicobars,169737070,124264,2021,2022,1365.9392100688856
2256,2021-2022,Andaman And Nicobar Islands,North And Middle Andaman,334212540,416644,2021,2022,802.1537331630841
2257,2021-2022,Telangana,Adilabad,4780331067,4664150,2021,2022,1024.9093761993074
2258,2021-2022,Telangana,Hyderabad,13091510108,35768633,2021,2022,366.0053239384351
2259,2021-2022,Telangana,Karimnagar,6882599758,6477815,2021,2022,1062.4878540063278
2260,2021-2022,Telangana,Khammam,9556335417,9019628,2021,2022,1059.5043849923743
2261,2021-2022,Telangana,Mahabubnagar,6737646345,5772179,2021,2022,1167.2621976899884
2262,2021-2022,Telangana,Medak,6249297033,6358305,2021,2022,982.8558134597192
2263,2021-2022,Telangana,Nalgonda,13809724044,10372179,2021,2022,1331.4197570250185
2264,2021-2022,Telangana,Nizamabad,11872354312,15198895,2021,2022,781.1327278726512
2265,2021-2022,Telangana,Ranga Reddy,10929217320,18281347,2021,2022,597.8343565165084
2266,2021-2022,Telangana,Warangal Rural,4767898309,3951306,2021,2022,1206.6639002395664
2267,2021-2022,Telangana,Nirmal,5178658421,3959855,2021,2022,1307.789911751819
2268,2021-2022,Telangana,Jagitial,6091006323,6037333,2021,2022,1008.8902372951766
2269,2021-2022,Telangana,Peddapalli,4822902928,4136674,2021,2022,1165.8890519291585
2270,2021-2022,Telangana,Rajanna Sircilla,3842875192,3338575,2021,2022,1151.0525275005054
2271,2021-2022,Telangana,Mancherial,4374642994,4099580,2021,2022,1067.0954083101196
2272,2021-2022,Telangana,Kamareddy,7372969531,5901702,2021,2022,1249.295462732615
2273,2021-2022,Telangana,Warangal Urban,5430025929,4996381,2021,2022,1086.791805708972
2274,2021-2022,Telangana,Jayashankar Bhupalapally,3655708818,2365733,2021,2022,1545.2753197423378
2275,2021-2022,Telangana,Mahabubabad,5816665916,4093157,2021,2022,1421.0708057374784
2276,2021-2022,Telangana,Jangoan,4100905257,3176173,2021,2022,1291.1466903723444
2277,2021-2022,Telangana,Bhadradri Kothagudem,5986989537,5461904,2021,2022,1096.1359879265547
2278,2021-2022,Telangana,Sangareddy,8177130527,9642935,2021,2022,847.9918745693091
2279,2021-2022,Telangana,Siddipet,8262144976,7603635,2021,2022,1086.6046273920304
2280,2021-2022,Telangana,Wanaparthy,3670928118,2815475,2021,2022,1303.8397137250374
2281,2021-2022,Telangana,Nagarkurnool,5212603696,4130683,2021,2022,1261.9229546300212
2282,2021-2022,Telangana,Jogulamba Gadwal,4559099129,3331132,2021,2022,1368.6335843190843
2283,2021-2022,Telangana,Suryapet,8830398144,5489919,2021,2022,1608.4751239499162
2284,2021-2022,Telangana,Yadadri Bhuvanagiri,4496135227,4273512,2021,2022,1052.0937409325163
2285,2021-2022,Telangana,Vikarabad,5883770188,5322629,2021,2022,1105.4255684549871
2286,2021-2022,Telangana,Kumuram Bheem Asifabad,3756772095,3089829,2021,2022,1215.8511344802575
2287,2021-2022,Telangana,Medchal Malkajgiri,5266059093,11388019,2021,2022,462.4209963998128
2288,2021-2022,Telangana,Mulugu,1258669787,1249682,2021,2022,1007.1920592598757
2289,2021-2022,Telangana,Narayanpet,1828307517,1927378,2021,2022,948.5983117997612
2290,2021-2022,Ladakh,Kargil,715707551,336607,2021,2022,2126.240841693726
2291,2021-2022,Ladakh,Leh Ladakh,642697028,482710,2021,2022,1331.435081104597
2292,2021-2022,The Dadra And Nagar Haveli And Daman And Diu,Daman,515971538,1503083,2021,2022,343.2754797971902
2293,2021-2022,The Dadra And Nagar Haveli And Daman And Diu,Diu,127021280,148313,2021,2022,856.4406356826441
2294,2021-2022,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,1866170644,3013160,2021,2022,619.3400430113237
2295,2022-2023,Jammu And Kashmir,Anantnag,5632043896,4890047,2022,2023,1151.7361481392716
2296,2022-2023,Jammu And Kashmir,Budgam,4275311810,3162922,2022,2023,1351.6968834514414
2297,2022-2023,Jammu And Kashmir,Baramulla,4705982157,4344106,2022,2023,1083.302791644587
2298,2022-2023,Jammu And Kashmir,Doda,2848278596,2263861,2022,2023,1258.1508299316963
2299,2022-2023,Jammu And Kashmir,Jammu,4826687696,6304127,2022,2023,765.6393495879763
2300,2022-2023,Jammu And Kashmir,Kathua,2852910174,3040659,2022,2023,938.2539028546114
2301,2022-2023,Jammu And Kashmir,Kupwara,4457109648,3862684,2022,2023,1153.8892769897823
2302,2022-2023,Jammu And Kashmir,Poonch,3469611944,2336829,2022,2023,1484.7521765606298
2303,2022-2023,Jammu And Kashmir,Pulwama,3093894848,2452360,2022,2023,1261.5989691562413
2304,2022-2023,Jammu And Kashmir,Rajouri,4692791413,3595823,2022,2023,1305.0674109932552
2305,2022-2023,Jammu And Kashmir,Srinagar,3626157823,5008652,2022,2023,723.9787916988444
2306,2022-2023,Jammu And Kashmir,Udhampur,2417536748,2504906,2022,2023,965.1207462475638
2307,2022-2023,Jammu And Kashmir,Kishtwar,1754395411,1242609,2022,2023,1411.8644006280335
2308,2022-2023,Jammu And Kashmir,Ramban,1858779272,1327214,2022,2023,1400.5121043026973
2309,2022-2023,Jammu And Kashmir,Kulgam,2889795109,2038865,2022,2023,1417.3548072089127
2310,2022-2023,Jammu And Kashmir,Bandipora,2019438563,1711948,2022,2023,1179.6144292934132
2311,2022-2023,Jammu And Kashmir,Samba,1263756257,1816333,2022,2023,695.773438571011
2312,2022-2023,Jammu And Kashmir,Shopian,1932130728,1392254,2022,2023,1387.7717198154935
2313,2022-2023,Jammu And Kashmir,Ganderbal,1780626956,1324908,2022,2023,1343.962717411322
2314,2022-2023,Jammu And Kashmir,Reasi,2045161994,1343149,2022,2023,1522.6620382399867
2315,2022-2023,Himachal Pradesh,Bilaspur,1496067448,1868008,2022,2023,800.8892081832626
2316,2022-2023,Himachal Pradesh,Chamba,2596442464,2075694,2022,2023,1250.879206665337
2317,2022-2023,Himachal Pradesh,Hamirpur,1620502437,2101677,2022,2023,771.0520869762576
2318,2022-2023,Himachal Pradesh,Kangra,5821848665,7250648,2022,2023,802.9418425773807
2319,2022-2023,Himachal Pradesh,Kinnaur,395944090,247767,2022,2023,1598.0501438851825
2320,2022-2023,Himachal Pradesh,Kullu,2097445738,2168146,2022,2023,967.3913740126357
2321,2022-2023,Himachal Pradesh,Lahul And Spiti,132706330,67705,2022,2023,1960.0669079093125
2322,2022-2023,Himachal Pradesh,Mandi,5035156233,4947315,2022,2023,1017.7553345602615
2323,2022-2023,Himachal Pradesh,Shimla,3372118522,3459081,2022,2023,974.8596583890345
2324,2022-2023,Himachal Pradesh,Sirmaur,2105355004,2468721,2022,2023,852.8120447794628
2325,2022-2023,Himachal Pradesh,Solan,2137629378,4867042,2022,2023,439.2050403509976
2326,2022-2023,Himachal Pradesh,Una,2449455790,2564647,2022,2023,955.0849649094008
2327,2022-2023,Punjab,Amritsar,12723068317,7251809,2022,2023,1754.4682046920982
2328,2022-2023,Punjab,Bathinda,14303474652,4590044,2022,2023,3116.1955423520994
2329,2022-2023,Punjab,Faridkot,6312773714,2162319,2022,2023,2919.4460734054505
2330,2022-2023,Punjab,Fatehgarh Sahib,5619860607,2280069,2022,2023,2464.7765514990992
2331,2022-2023,Punjab,Firozepur,11141861266,2944853,2022,2023,3783.503375550494
2332,2022-2023,Punjab,Gurdaspur,11221726474,4838906,2022,2023,2319.0627125222104
2333,2022-2023,Punjab,Hoshiarpur,8564933098,4828029,2022,2023,1774.0019991594913
2334,2022-2023,Punjab,Jalandhar,13837097463,7723254,2022,2023,1791.6149673440755
2335,2022-2023,Punjab,Kapurthala,7230736976,2820658,2022,2023,2563.4929778796295
2336,2022-2023,Punjab,Ludhiana,18156668703,15137183,2022,2023,1199.4747439467435
2337,2022-2023,Punjab,Mansa,9509386300,2602156,2022,2023,3654.4259068249557
2338,2022-2023,Punjab,Moga,10670183146,3110596,2022,2023,3430.269680151328
2339,2022-2023,Punjab,Sri Muktsar Sahib,12047498321,3636152,2022,2023,3313.254869708417
2340,2022-2023,Punjab,Shahid Bhagat Singh Nagar,4319422322,2056945,2022,2023,2099.921155888952
2341,2022-2023,Punjab,Patiala,14979406642,6536642,2022,2023,2291.605788109552
2342,2022-2023,Punjab,Rupnagar,4281434669,2169955,2022,2023,1973.0522840335398
2343,2022-2023,Punjab,Sangrur,17016112968,4643164,2022,2023,3664.766734063238
2344,2022-2023,Punjab,Barnala,7440382155,1967893,2022,2023,3780.887555878292
2345,2022-2023,Punjab,S.A.S Nagar,4490708354,6100993,2022,2023,736.0618761568813
2346,2022-2023,Punjab,Tarn Taran,9408250455,2890876,2022,2023,3254.4635103684836
2347,2022-2023,Punjab,Fazilka,11566184266,4059282,2022,2023,2849.3177527454363
2348,2022-2023,Punjab,Pathankot,2512819005,1985530,2022,2023,1265.5658715808877
2349,2022-2023,Punjab,Malerkotla,461943205,457427,2022,2023,1009.8730617125793
2350,2022-2023,Chandigarh,Chandigarh,1915935240,4459536,2022,2023,429.6265889545459
2351,2022-2023,Uttarakhand,Almora,2154918282,1897388,2022,2023,1135.7288451281445
2352,2022-2023,Uttarakhand,Bageshwar,1054521987,897499,2022,2023,1174.956169310495
2353,2022-2023,Uttarakhand,Chamoli,1740482784,1438824,2022,2023,1209.6564861303398
2354,2022-2023,Uttarakhand,Champawat,1096562005,918137,2022,2023,1194.3337486671378
2355,2022-2023,Uttarakhand,Dehradun,6151526383,10347290,2022,2023,594.5060381027303
2356,2022-2023,Uttarakhand,Haridwar,8567007661,10372727,2022,2023,825.9166235648543
2357,2022-2023,Uttarakhand,Nainital,3723414971,5074817,2022,2023,733.7042835239182
2358,2022-2023,Uttarakhand,Pauri Garhwal,3030466822,2980109,2022,2023,1016.8979799061041
2359,2022-2023,Uttarakhand,Pithoragarh,1715570775,1568595,2022,2023,1093.6989949604583
2360,2022-2023,Uttarakhand,Rudra Prayag,1315537295,1099759,2022,2023,1196.2050731114725
2361,2022-2023,Uttarakhand,Tehri Garhwal,3009338839,2317298,2022,2023,1298.6412791967196
2362,2022-2023,Uttarakhand,Udam Singh Nagar,10897081973,9335133,2022,2023,1167.3194129103463
2363,2022-2023,Uttarakhand,Uttar Kashi,1916487939,1290233,2022,2023,1485.381275320039
2364,2022-2023,Haryana,Ambala,7090964211,8513561,2022,2023,832.9022615800839
2365,2022-2023,Haryana,Bhiwani,9105725254,8831977,2022,2023,1030.9951275914782
2366,2022-2023,Haryana,Faridabad,4381170572,11120802,2022,2023,393.96174592443964
2367,2022-2023,Haryana,Fatehabad,11589325860,7249067,2022,2023,1598.7334452833722
2368,2022-2023,Haryana,Gurugram,5858624639,23137685,2022,2023,253.20703601073313
2369,2022-2023,Haryana,Hisar,14274837057,12768005,2022,2023,1118.0162489754664
2370,2022-2023,Haryana,Jhajjar,5174993625,6831369,2022,2023,757.5339035265113
2371,2022-2023,Haryana,Jind,12287445186,9215929,2022,2023,1333.283403767542
2372,2022-2023,Haryana,Kaithal,11287700893,7631986,2022,2023,1478.9991612930107
2373,2022-2023,Haryana,Karnal,13591771329,11585720,2022,2023,1173.1486113077133
2374,2022-2023,Haryana,Kurukshetra,10386661329,8168946,2022,2023,1271.481208102
2375,2022-2023,Haryana,Mahendragarh,5422782184,5071392,2022,2023,1069.2887049551682
2376,2022-2023,Haryana,Panchkula,2172370543,4063500,2022,2023,534.6057691645134
2377,2022-2023,Haryana,Panipat,7189149975,10396500,2022,2023,691.4971360554033
2378,2022-2023,Haryana,Rewari,5696054130,6895067,2022,2023,826.1056970149818
2379,2022-2023,Haryana,Rohtak,7231621233,7479205,2022,2023,966.8970476140178
2380,2022-2023,Haryana,Sirsa,15961693496,10175268,2022,2023,1568.675488055941
2381,2022-2023,Haryana,Sonipat,9634828111,10448161,2022,2023,922.1554023717666
2382,2022-2023,Haryana,Yamunanagar,9398534913,8896486,2022,2023,1056.432271460889
2383,2022-2023,Haryana,Nuh,5546439723,6276275,2022,2023,883.7152169081182
2384,2022-2023,Haryana,Palwal,6261843635,4664524,2022,2023,1342.4400078121582
2385,2022-2023,Haryana,Charki Dadri,2727676777,2820270,2022,2023,967.1686671843476
2386,2022-2023,Delhi,Central,2501311768,4916031,2022,2023,508.8071592713716
2387,2022-2023,Delhi,East,2653487753,5387903,2022,2023,492.48988948019297
2388,2022-2023,Delhi,New Delhi,2307631744,3636489,2022,2023,634.576852563008
2389,2022-2023,Delhi,North,2980027826,3941265,2022,2023,756.1094790631942
2390,2022-2023,Delhi,North East,3776054523,5941804,2022,2023,635.506408996325
2391,2022-2023,Delhi,North West,4788564045,7711781,2022,2023,620.941394082638
2392,2022-2023,Delhi,South,6066119421,17159346,2022,2023,353.5169359601467
2393,2022-2023,Delhi,South West,5250513927,7616690,2022,2023,689.3432615742533
2394,2022-2023,Delhi,West,2938957796,5309879,2022,2023,553.4886568978313
2395,2022-2023,Delhi,South East,50808750,158914,2022,2023,319.72481971380745
2396,2022-2023,Delhi,Shahdara,1973545760,13058318,2022,2023,151.13322864399535
2397,2022-2023,Rajasthan,Ajmer,14229350771,12606673,2022,2023,1128.7157817927061
2398,2022-2023,Rajasthan,Alwar,17929263300,17139272,2022,2023,1046.092465304244
2399,2022-2023,Rajasthan,Banswara,15852811822,11346599,2022,2023,1397.1421588089963
2400,2022-2023,Rajasthan,Baran,14193659249,6825508,2022,2023,2079.5022508214774
2401,2022-2023,Rajasthan,Barmer,19140480487,14785619,2022,2023,1294.5335928783231
2402,2022-2023,Rajasthan,Bharatpur,12395585493,11346481,2022,2023,1092.4607808359262
2403,2022-2023,Rajasthan,Bhilwara,18184501532,14161219,2022,2023,1284.1056643499405
2404,2022-2023,Rajasthan,Bikaner,15616545755,11366620,2022,2023,1373.8952964909533
2405,2022-2023,Rajasthan,Bundi,12146381633,6011588,2022,2023,2020.4946900885423
2406,2022-2023,Rajasthan,Chittorgarh,12641578307,8236100,2022,2023,1534.8985936304805
2407,2022-2023,Rajasthan,Churu,10022082142,10310210,2022,2023,972.0541232428825
2408,2022-2023,Rajasthan,Dausa,8893424516,7115553,2022,2023,1249.8571110355022
2409,2022-2023,Rajasthan,Dholpur,6557458477,5634484,2022,2023,1163.8081636224365
2410,2022-2023,Rajasthan,Dungarpur,11831331041,9714711,2022,2023,1217.8778185990298
2411,2022-2023,Rajasthan,Ganganagar,21644692892,11399359,2022,2023,1898.7640350654804
2412,2022-2023,Rajasthan,Hanumangarh,17652422539,10281422,2022,2023,1716.924228866396
2413,2022-2023,Rajasthan,Jaipur,22498668624,24469350,2022,2023,919.4632723795279
